seller_username,seller_feedback_score,seller_feedback_percent,Trust_Level
sawdon-experience,148,100.0,High Trust
virginia1quality,346,99.7,High Trust
sell0214,1176,99.7,High Trust
brit-6346,0,0.0,Normal/Low Trust
replaymarket,251,100.0,High Trust
stayl-1366,0,0.0,Normal/Low Trust
griff2277_ys1x13e,64,100.0,High Trust
ra-192553,29,100.0,High Trust
throwing_star,28186,99.8,High Trust
jatoyo*,18037,98.4,High Trust
pickles_collect_jp,1908,100.0,High Trust
oldtimeelectron,841,100.0,High Trust
purplewalruspicks,1018,100.0,High Trust
shle_8288,2400,99.7,High Trust
jo-111964,0,0.0,Normal/Low Trust
audi_july,11734,97.4,Normal/Low Trust
lucky_collectables,2475,100.0,High Trust
jaxjags21,1309,100.0,High Trust
findingharvest,13328,100.0,High Trust
akira-fusion,64,100.0,High Trust
mixwonder,14118,98.4,High Trust
dntechmiami*com,3492,100.0,High Trust
fully..loaded,1567,100.0,High Trust
gearupautoaccessories,3298,100.0,High Trust
theflipshark,1028,99.2,High Trust
paymore_north_raleigh,9096,99.7,High Trust
bloom_vintage747,619,99.8,High Trust
joetheface,659,100.0,High Trust
gametronex,39291,99.8,High Trust
shondalandstore,1193,100.0,High Trust
spra8726,682,100.0,High Trust
viewfinds,213,99.5,High Trust
somedudesinventory,402,100.0,High Trust
mstyle.japan,651,100.0,High Trust
opo56565,8193,97.5,Normal/Low Trust
king_aluzzzz,214,100.0,High Trust
bigggulpshuh,422,98.4,High Trust
ninjapan_select,90,100.0,High Trust
usmcvet99,682,99.6,High Trust
8-bitandy,403,99.7,High Trust
clach-9296,431,99.2,High Trust
pintastic_pins,7250,99.7,High Trust
amtlike,1411,97.0,Normal/Low Trust
willi8550,0,0.0,Normal/Low Trust
shinylivingdex,2436,99.7,High Trust
zengo1975,2512,98.4,High Trust
recyclegamenostalgia,869,100.0,High Trust
infaslaes,1180,100.0,High Trust
cashinnsouth,13932,99.6,High Trust
gears792,317,99.5,High Trust
houzini,244,100.0,High Trust
game886-2020,1320,99.8,High Trust
tanukitcg,39,100.0,High Trust
vintagegamemarket,1512,100.0,High Trust
eilanbae,826,99.3,High Trust
theperfectpackage7,91,100.0,High Trust
adventurous.path.gear,2045,93.9,Normal/Low Trust
abdulmala0,0,0.0,Normal/Low Trust
hus555346,27,100.0,High Trust
flip_side_games,758,99.7,High Trust
reclaimedtreasuretrove,997,99.6,High Trust
sacha-sotiras,910,99.6,High Trust
machovanterminator,1288,100.0,High Trust
jennda-8615,1420,99.0,High Trust
jay2wierd4u,0,0.0,Normal/Low Trust
good_goods_co,2294,98.4,High Trust
raregamesstore,3601,100.0,High Trust
spire_gaming_llc,2768,99.7,High Trust
sellersupplyinc,7,100.0,High Trust
cindymarie22,2095,100.0,High Trust
backwhengaming,361,100.0,High Trust
midwestgameco,688,99.1,High Trust
nes_headquarters,49641,99.7,High Trust
thegamelot,88,100.0,High Trust
good-day.inc,1131,100.0,High Trust
venabi,1407,99.8,High Trust
zarnel-17,0,0.0,Normal/Low Trust
robertdangerbyrd,1751,99.5,High Trust
bingosh0p-xy,36,100.0,High Trust
rico_finds,3087,100.0,High Trust
ozzy.rod559,119,100.0,High Trust
rakap-6606,188,96.9,Normal/Low Trust
csuhlie,849,99.3,High Trust
ghost0719,1355,100.0,High Trust
raretroconsoles,2922,99.6,High Trust
brse-6908,317,100.0,High Trust
bluesbooks-6,365,99.2,High Trust
donwom_24,73,100.0,High Trust
retrofinds59s,178,100.0,High Trust
magicalmegumi,1205,97.1,Normal/Low Trust
tokyo_relations,516,97.8,Normal/Low Trust
nostalogyllc,891,100.0,High Trust
xkeys_store,143,100.0,High Trust
fixoid,4806,99.2,High Trust
k2s122_gal,25,90.5,Normal/Low Trust
thrft_invader22,71,95.8,Normal/Low Trust
retrocraze,455,99.0,High Trust
playreadycards,1320,100.0,High Trust
xrite1,6413,100.0,High Trust
enamufo0,335,98.8,High Trust
anbernic-store2,338,95.6,Normal/Low Trust
thefunplaceheaven,17650,100.0,High Trust
badwrenchgameparts,405,100.0,High Trust
robowens,8057,99.9,High Trust
tyfran_3866,3556,99.6,High Trust
juliredmon5,2232,99.7,High Trust
sayyam-88,3072,99.8,High Trust
qualityfindsmart,8,100.0,High Trust
dindio37,3082,99.3,High Trust
passingtr_22,773,100.0,High Trust
orag06,0,0.0,Normal/Low Trust
superpromo-24,71,92.3,Normal/Low Trust
pushingfabric,127,96.6,Normal/Low Trust
wya-llc,16311,99.4,High Trust
kvilletreasures,2337,99.8,High Trust
baxdub5,2112,99.8,High Trust
kmt-liquidations,238,98.8,High Trust
onnestop,7565,98.1,High Trust
haleigh440,0,0.0,Normal/Low Trust
wmou1910,67,100.0,High Trust
jwcole28,159,100.0,High Trust
redlinebiz13,958,99.5,High Trust
gonzogonegaming,130,98.3,High Trust
enzo1193,5,0.0,Normal/Low Trust
kalykollects,642,99.6,High Trust
jmos417,2290,99.7,High Trust
consoles-clubs-and-collectibles,3233,99.6,High Trust
maru_treasure_store_japan,1708,99.9,High Trust
fcc-emarket,7013,99.9,High Trust
stubornn78,2325,99.8,High Trust
jag48,58,100.0,High Trust
ab114806,187,98.4,High Trust
the313codfather,250,99.2,High Trust
micme_440379,84,100.0,High Trust
takkaki-0,319,99.6,High Trust
jackie_poohses12,241,100.0,High Trust
retrocontrol,10339,99.7,High Trust
manni-richa,928,99.9,High Trust
susannhoag,195,98.7,High Trust
albquerky,753,99.3,High Trust
kuchibashi17,1088,98.9,High Trust
lucky_eight_trading,11337,96.9,Normal/Low Trust
bobo-custom-game-boosts,1959,100.0,High Trust
vintagegolden,1462,99.7,High Trust
pioneerthreads,174,100.0,High Trust
shengen_shark22,317,97.6,Normal/Low Trust
timev-6800,320,100.0,High Trust
eurocar_2004,1415,99.6,High Trust
dozzy25,0,0.0,Normal/Low Trust
sadjummers,321,99.4,High Trust
leafsucker,3498,100.0,High Trust
dealtavern,123573,99.8,High Trust
blacklanterntradingco,213,100.0,High Trust
good-price-samurai-finds,542,99.8,High Trust
charleswill-545,42,100.0,High Trust
zaredh_0,-1,0.0,Normal/Low Trust
bigdog439485,305,100.0,High Trust
z06flips,3116,99.0,High Trust
zealeous,633,99.4,High Trust
tozai-imp-exp,8293,99.8,High Trust
pokemondexmaster,2490,99.8,High Trust
yokamonmarket,2848,98.2,High Trust
thegoodkup,96,100.0,High Trust
retrojake777,1662,99.8,High Trust
bubble_butt,74,50.0,Normal/Low Trust
consolereplay,21171,97.9,Normal/Low Trust
addictpunk,566,100.0,High Trust
whitestmexicanever,33,100.0,High Trust
z0mbi3_grl,35,100.0,High Trust
liquid-25,60,100.0,High Trust
honesttradehub,21,0.0,Normal/Low Trust
locom_12,0,0.0,Normal/Low Trust
baby_gear_bargains,6317,99.3,High Trust
samgotgr1t83,24,100.0,High Trust
mvstylecreaciones,34,100.0,High Trust
gregsretrogames,1897,100.0,High Trust
sincere-shop777,4292,100.0,High Trust
wohuphu-ga4m3igk,356,100.0,High Trust
bimmerzone,11384,100.0,High Trust
lovely241,24435,99.0,High Trust
isirap75,612,100.0,High Trust
tradingco.official,2009,99.0,High Trust
johna1990,14,100.0,High Trust
sajjadsaleem,57,97.5,Normal/Low Trust
insidethe_44,84,100.0,High Trust
kennyuser,3241,99.8,High Trust
shiba_00_japan,5521,99.8,High Trust
cecelia_99,132,96.0,Normal/Low Trust
multilateral_trading,1889,98.5,High Trust
ipaywithrupees,1377,100.0,High Trust
pawn1_10,837,99.5,High Trust
redhandgames,9448,99.6,High Trust
reuselectronics,18129,99.9,High Trust
retrocenter,110,100.0,High Trust
sellybellyy,1246,100.0,High Trust
ame_123495,0,0.0,Normal/Low Trust
sturgis0,1442,100.0,High Trust
majaffi-venture,0,0.0,Normal/Low Trust
gamershub689,301,100.0,High Trust
s2japan_com,534,99.8,High Trust
bigguy_02,968,99.8,High Trust
johnnysjtech,1269,100.0,High Trust
the_dude_cares,1074,100.0,High Trust
prn_electronics_and_more,2773,99.5,High Trust
zaivanat4,1740,99.8,High Trust
japan.the_land_of_eggplants,651,99.8,High Trust
iuhw8584,313,100.0,High Trust
creech42,1110,100.0,High Trust
fuzzman772,456,99.8,High Trust
julieslostnfoundjewels,1386,99.8,High Trust
rtrajano,9657,99.5,High Trust
luijavier2000,732,99.6,High Trust
qiet9808,16288,99.5,High Trust
luisbuysgames,476,99.4,High Trust
suguru456,2075,100.0,High Trust
enderdave,52,100.0,High Trust
huddl-6631,7,100.0,High Trust
christopheballestero_0,19,100.0,High Trust
dlmonaha35,6784,100.0,High Trust
nohvix420,215,100.0,High Trust
gunmp5,1327,100.0,High Trust
virtualworldgaming,558,100.0,High Trust
samuraisellercooljapanc.t,19824,99.7,High Trust
waytin,634,100.0,High Trust
make_money_2019,2659,98.3,High Trust
sector-7-japan,157,99.4,High Trust
ects_14,559,99.7,High Trust
lamarion,0,0.0,Normal/Low Trust
goldenpresence,129,100.0,High Trust
atlas-trade-co,65,97.2,Normal/Low Trust
thetaterbox,2601,99.5,High Trust
yesia9,4358,97.9,Normal/Low Trust
toymarket,310,100.0,High Trust
retrog_yamatoku-classic,149258,99.9,High Trust
alfere-51,588,98.9,High Trust
centralcoastretrogaming,2576,99.4,High Trust
gumegume,8461,100.0,High Trust
istmall,1006,100.0,High Trust
lottagamez,81,98.8,High Trust
retrofitau,97,100.0,High Trust
coffe-5213,0,0.0,Normal/Low Trust
nondegen545,30,100.0,High Trust
mdav_ba,14577,99.0,High Trust
brauning_finds,4892,99.6,High Trust
lamanz39,0,0.0,Normal/Low Trust
halebop33,89,98.8,High Trust
georpomp,6463,100.0,High Trust
game_chronica_jp,3977,99.9,High Trust
zeal-global-japan,22,93.3,Normal/Low Trust
fridayzmarket,1401,92.4,Normal/Low Trust
bwtctexas,121,100.0,High Trust
crylic_tenpo,249,99.2,High Trust
divine.collections,5,100.0,High Trust
gesuperior,4466,98.1,High Trust
cabalaconsolidated,1808,98.8,High Trust
fix-it_depot,892,97.1,Normal/Low Trust
superdeals242,200,98.5,High Trust
banpo-smart,173,100.0,High Trust
yaocie,180,94.8,Normal/Low Trust
gamerzhaven,31940,99.6,High Trust
solutionshopus,60,100.0,High Trust
go-innovation,546,100.0,High Trust
beebuyer777,689,100.0,High Trust
maymende_1,17,100.0,High Trust
dukesunderworld,149,98.2,High Trust
oldming019,157,96.8,Normal/Low Trust
surfacenick,426,99.4,High Trust
theultra85,658,100.0,High Trust
40japan,1540,100.0,High Trust
retroinu,27,100.0,High Trust
vid-kidz,1351,99.7,High Trust
tntresale1,2047,99.8,High Trust
*for.sale*,119,98.6,High Trust
nfajr,16342,99.7,High Trust
old_ji9,2539,100.0,High Trust
questmarktrading,219,100.0,High Trust
speedtechwedo,8611,98.2,High Trust
margvill66,2062,99.9,High Trust
youse-sharo,1830,100.0,High Trust
anna_dar,40,100.0,High Trust
sakura--select,65,100.0,High Trust
tyotti-japan,1363,99.8,High Trust
jlavrichsales,1,100.0,High Trust
cheesyfa_79,7945,99.9,High Trust
daddyfish58,821,100.0,High Trust
thespeedstore,296,100.0,High Trust
koe7810,26,100.0,High Trust
sft9c_27,461,100.0,High Trust
brgensupply,275,97.1,Normal/Low Trust
guruboards,974,100.0,High Trust
obro0701,68,100.0,High Trust
upstac_33,1,100.0,High Trust
toefuuu,5,100.0,High Trust
danegames,1596,99.6,High Trust
silentc_59,1748,99.9,High Trust
orlando1797,2061,100.0,High Trust
atozautocrushers,1918,99.8,High Trust
art_studio_japan,335,96.7,Normal/Low Trust
timelesshomestead,803,99.8,High Trust
beautybuffet,84,100.0,High Trust
gr-835327,14,93.8,Normal/Low Trust
huipi-111,12,87.5,Normal/Low Trust
grow_3290,43,100.0,High Trust
gameshop_st,513,99.5,High Trust
partscollect,179229,99.5,High Trust
thenintendonerd,701,99.7,High Trust
nothingtuseehere,25,100.0,High Trust
fancycarssolution,1078,99.9,High Trust
yekaar0,343,98.3,High Trust
ih8ucla,445,100.0,High Trust
galtyur0,107,97.6,Normal/Low Trust
palmy_38,0,0.0,Normal/Low Trust
865qwfe,4002,99.1,High Trust
pokemon-tcg-pocket,607,99.7,High Trust
jorgee_2023,540,100.0,High Trust
eleetdistributors,1149,99.3,High Trust
theinsigne,3290,99.9,High Trust
ang69350,6,100.0,High Trust
japan-shopping-market,4016,99.0,High Trust
mj23inc,4275,100.0,High Trust
ymjapan,383,99.0,High Trust
slc-steve,294,99.5,High Trust
5starsandstripes,26172,99.5,High Trust
summer_4459,0,0.0,Normal/Low Trust
vlzely0,33,96.0,Normal/Low Trust
nneandriegk,59,100.0,High Trust
lex_schmack,245,100.0,High Trust
xspar,5636,98.7,High Trust
clicknshopz,9,100.0,High Trust
rywel5764,87,95.0,Normal/Low Trust
moocowsheep149,245,100.0,High Trust
retrorelics_outlet,298,100.0,High Trust
topgear-japan01,2543,98.9,High Trust
zourdead,558,100.0,High Trust
dhck-2020,166,97.4,Normal/Low Trust
parker_finds,5468,99.6,High Trust
onlyrenu,26,100.0,High Trust
tastanb_21,214,99.5,High Trust
swfldiscounteddeals1,12,100.0,High Trust
dealst0,272,97.2,Normal/Low Trust
illmvtic,29,100.0,High Trust
hisham-34,3,100.0,High Trust
retromaxgaming,9570,99.9,High Trust
crownpath,60,100.0,High Trust
br_965242,0,0.0,Normal/Low Trust
jawa_scavenger_sales,486,97.8,Normal/Low Trust
healthy_habits_shop,1308,100.0,High Trust
nemon8489,3,100.0,High Trust
warengut,218,95.3,Normal/Low Trust
sa-569060,7,100.0,High Trust
roger.ni75,849,100.0,High Trust
theamazingryan84,1159,100.0,High Trust
the_holi_picker,4438,99.0,High Trust
hellsingco,32,100.0,High Trust
shantay9548,0,0.0,Normal/Low Trust
oreandhusk,444,100.0,High Trust
mansee_merch,3807,99.9,High Trust
p1repair,11862,99.7,High Trust
otgauto_0,247,100.0,High Trust
duck_tonics,1915,100.0,High Trust
xemplarsoft,3,0.0,Normal/Low Trust
trendhive-outlet,52,98.0,Normal/Low Trust
excalibur_collectables,1904,99.2,High Trust
michaelawrenc-9,5113,99.6,High Trust
acrophet1,236,100.0,High Trust
jayswholesale_504,857,98.0,Normal/Low Trust
lulabel_4483,2697,99.6,High Trust
truesellss_8,40,100.0,High Trust
nlong_45,6,100.0,High Trust
alexperry3016,2615,99.7,High Trust
jgam-3,19,95.2,Normal/Low Trust
fullstopjapan,311,99.7,High Trust
eparts2025,5519,99.6,High Trust
saddieabc123,1339,100.0,High Trust
suzette033090,180,100.0,High Trust
brste_9281,21,100.0,High Trust
beth2561,1234,100.0,High Trust
maynstreamfigures,1867,100.0,High Trust
kamkam0619,360,100.0,High Trust
joh3724,0,0.0,Normal/Low Trust
isa993316,0,0.0,Normal/Low Trust
eb-1863,0,0.0,Normal/Low Trust
genn-1449,0,0.0,Normal/Low Trust
dalbani_global,84189,99.4,High Trust
clivefrog77,1222,99.0,High Trust
susaorzechowsk-0,70,97.1,Normal/Low Trust
mrsc-5980,0,0.0,Normal/Low Trust
grantersp63,742,97.9,Normal/Low Trust
aircraftmechanicsellingparts,54,100.0,High Trust
gamers-japan890,3170,97.2,Normal/Low Trust
theprist81,3832,98.8,High Trust
smileyall,21,100.0,High Trust
silvergrover,295,100.0,High Trust
cruzct-98,34,100.0,High Trust
vintagegamingsales1980,20,100.0,High Trust
michaelvt2408,2115,100.0,High Trust
miepro_02,5445,97.2,Normal/Low Trust
dany581,416,97.7,Normal/Low Trust
computer_booter,2458,99.3,High Trust
takadaya,164,100.0,High Trust
galloverdes2012,24,88.9,Normal/Low Trust
sourceking_0,2466,96.5,Normal/Low Trust
blackcatcycles,567,100.0,High Trust
sora_japan72,19,100.0,High Trust
ficat_80,1797,99.9,High Trust
jpsgraban84,0,0.0,Normal/Low Trust
pe_481326,0,0.0,Normal/Low Trust
jrogers5150,1915,100.0,High Trust
gameproservices,745,99.4,High Trust
na706494,12,92.9,Normal/Low Trust
ga-849384,1,100.0,High Trust
mrsbuttersworth,369,100.0,High Trust
renew555,2545,100.0,High Trust
ramssell,95,100.0,High Trust
mens_finest_fashion,1478,100.0,High Trust
tumblerbookclub,10,100.0,High Trust
julvande7403,16,0.0,Normal/Low Trust
meinanstore,2218,100.0,High Trust
bandangle73,1537,100.0,High Trust
nationwidedistributors,188727,99.1,High Trust
ziviczdropz,7,100.0,High Trust
zapo_adle,82,100.0,High Trust
m.underwood34,210,97.7,Normal/Low Trust
keenanmccann_54,77,100.0,High Trust
apples-to-apples,1242,100.0,High Trust
pjsales-3,16,100.0,High Trust
logicblooms,5,100.0,High Trust
anomalyretro,69,100.0,High Trust
fongerd,6,100.0,High Trust
flipsandtreasures,98,100.0,High Trust
ddc2000,1944,100.0,High Trust
sakura-japan-net,9788,99.9,High Trust
thriftynavymom,744,100.0,High Trust
underthesuncollectibles,181,100.0,High Trust
gac-japan,1522,100.0,High Trust
ancli_1468,125,100.0,High Trust
retropocket,731,100.0,High Trust
zakinnjapandirect,35,100.0,High Trust
watts8255,0,0.0,Normal/Low Trust
elm_4268,0,0.0,Normal/Low Trust
cam-279846,0,0.0,Normal/Low Trust
spenaq-0,0,0.0,Normal/Low Trust
churdybird,32,100.0,High Trust
joey-vitale,389,100.0,High Trust
tachawk,3143,99.8,High Trust
jernaro-0,56,100.0,High Trust
collector2569,473,100.0,High Trust
japanorld,2925,100.0,High Trust
chickenwingg,36585,99.7,High Trust
gilli4677,75,100.0,High Trust
hpthunder37,468,98.2,High Trust
hit-japan,192346,99.8,High Trust
trustoria,833,99.0,High Trust
painbow89,62,94.3,Normal/Low Trust
kenjagames2,596,98.8,High Trust
onestopshop_tx,740,99.8,High Trust
zw-520,1295,96.6,Normal/Low Trust
waypoint11,8072,99.6,High Trust
stoutt284,2117,100.0,High Trust
mits.-87,160,98.2,High Trust
linst-2592,42,100.0,High Trust
ericad134,0,0.0,Normal/Low Trust
tyger.store,2570,100.0,High Trust
cobaso,4982,100.0,High Trust
keedodoo2015,21307,99.4,High Trust
boguhi0,1046,99.7,High Trust
berrycuteco,5,100.0,High Trust
fern-7893,0,0.0,Normal/Low Trust
ahmada2024,24,100.0,High Trust
itsvintage88,4677,99.7,High Trust
hmoonrriu952,42,100.0,High Trust
jaekn-72,6,100.0,High Trust
ussanubis,393,97.0,Normal/Low Trust
jameslh26,385,100.0,High Trust
unicorn5960,32,0.0,Normal/Low Trust
yasad211,25,100.0,High Trust
retroplay.me,206,96.6,Normal/Low Trust
trashbagshop,121,98.4,High Trust
shancucci_0,338,99.4,High Trust
kaikola0,469,100.0,High Trust
ltfeelo75,1191,99.4,High Trust
richa-634112,0,0.0,Normal/Low Trust
diamondmarinellc,3969,99.9,High Trust
stewalte-0,35,100.0,High Trust
deal4less17,11028,99.8,High Trust
electronic_convenient_4_you,55405,99.3,High Trust
nadasniknax,1358,99.1,High Trust
bazaargeneralsales,2839,99.6,High Trust
amirdeje_18,32,100.0,High Trust
celfore97,3577,99.9,High Trust
oghugo,6363,99.9,High Trust
techyteague,132,100.0,High Trust
buyersmedia,12,90.0,Normal/Low Trust
scottheathershop,0,0.0,Normal/Low Trust
discount_lux58,227,100.0,High Trust
elarms_44,5,0.0,Normal/Low Trust
resellinland68,330,95.7,Normal/Low Trust
shikamokamo,2797,99.0,High Trust
chiroru.43,66,100.0,High Trust
zentrading_jp,2342,98.3,High Trust
ruby-dream-store996,388,99.7,High Trust
lemususa,223,0.0,Normal/Low Trust
studio_monodesk,10,100.0,High Trust
hdhdhd-66,6,100.0,High Trust
jbtoyz,244,99.6,High Trust
neld8338,63,100.0,High Trust
garys-garage,435,98.9,High Trust
yamato1_37,207,100.0,High Trust
nywirelesstechnology,5045,98.5,High Trust
lavioletab82,126,97.1,Normal/Low Trust
hipster.flips,3442,99.9,High Trust
dardi-96,96,98.9,High Trust
orlmad_71,375,99.6,High Trust
mylife.s45,60,100.0,High Trust
aswag_24,10,100.0,High Trust
alex03564,0,0.0,Normal/Low Trust
neon_pixel-9,677,96.1,Normal/Low Trust
joynsn0,1,0.0,Normal/Low Trust
zeroshopee,153,98.5,High Trust
lerpo3d,2743,100.0,High Trust
rehaz_74,19,87.5,Normal/Low Trust
cleaningup777,54,100.0,High Trust
value_video_games,5668,99.2,High Trust
micglo_42,7,0.0,Normal/Low Trust
elonmusketeer,516,100.0,High Trust
alfredojuarez-17,1111,98.2,High Trust
expresslnl,2832,100.0,High Trust
agc-digital,3,100.0,High Trust
treasure-seller-1,132,100.0,High Trust
eggscreations,2009,100.0,High Trust
msnika8724,0,0.0,Normal/Low Trust
ludehua999,1053,100.0,High Trust
mimiy_japan_treasures,99,100.0,High Trust
sakuryu,4926,100.0,High Trust
sneakers-ruined-my-life,2995,99.4,High Trust
scraptrap,10,100.0,High Trust
respectech,1879,99.7,High Trust
shbe_9775,7,100.0,High Trust
mr.mart-japan,279,99.6,High Trust
mh.s_13,16,100.0,High Trust
matthewlee84,87,98.5,High Trust
crafty-33,279,100.0,High Trust
1gingerspice,452,100.0,High Trust
nanoreef2690,3182,100.0,High Trust
layeredbuilds,842,96.4,Normal/Low Trust
tindrakekiller,4751,100.0,High Trust
supremehatchery,78,100.0,High Trust
chimes-deals,113,100.0,High Trust
qingdaijie-5,85,98.9,High Trust
dailyexclusive,644,100.0,High Trust
torrie1852,5,85.7,Normal/Low Trust
gtaksi-1,168,100.0,High Trust
shop_kk,823,99.2,High Trust
acehotdeals101,14544,99.2,High Trust
techdungeon,886,99.7,High Trust
jazzkuma,12,100.0,High Trust
carbbia,7233,99.2,High Trust
solidbluebox,519,100.0,High Trust
vicarm-31,1668,99.3,High Trust
yingbwan,1600,100.0,High Trust
retro-mob,78,100.0,High Trust
laucasa_6261,0,0.0,Normal/Low Trust
luisanche82,99,100.0,High Trust
vnod15,26,100.0,High Trust
spdrmk89,8,100.0,High Trust
considine-74,3104,97.6,Normal/Low Trust
skeps_world,12,100.0,High Trust
lefortii,4,0.0,Normal/Low Trust
madanne-0,214,100.0,High Trust
kings_boutique_exclusive,586,100.0,High Trust
brebar_57,136,100.0,High Trust
jkra3512,23,100.0,High Trust
lori*ada,7712,97.8,Normal/Low Trust
collectingzoo,160,98.9,High Trust
bigalstrading,4613,99.3,High Trust
gkr_sales,100,100.0,High Trust
richesagain,4500,99.4,High Trust
us-mb73,1059,100.0,High Trust
giltyscollectables,26,100.0,High Trust
djsousa-81,7,100.0,High Trust
area.47,497,99.7,High Trust
pul-9385,0,0.0,Normal/Low Trust
jig-saw-jpn,124,100.0,High Trust
wert3241-8,3,100.0,High Trust
chriswe-4538,21,100.0,High Trust
alamo_treasures,42,100.0,High Trust
lorsiebenkitte_0,10,100.0,High Trust
edlo-4220,2,0.0,Normal/Low Trust
jamibenso_59,62,100.0,High Trust
sak-1290,0,0.0,Normal/Low Trust
riagbo_98,1,0.0,Normal/Low Trust
artcicreative,2,100.0,High Trust
kront_0,141,95.5,Normal/Low Trust
aura_999,15,94.1,Normal/Low Trust
jud_37907,4,100.0,High Trust
paymore_cumberland,959,99.0,High Trust
spreetail-deals,320778,98.1,High Trust
retromum56,3056,99.2,High Trust
kmjapan,273,96.3,Normal/Low Trust
bigel93,0,0.0,Normal/Low Trust
maayankyz,1709,100.0,High Trust
johnewto-3,3971,99.5,High Trust
spiky_dan,1006,100.0,High Trust
666chickenhead,1784,100.0,High Trust
lazycomicsandstuff,198,100.0,High Trust
retro_graded,1827,99.7,High Trust
drdavescollectibles,1712,100.0,High Trust
your_1stop_shop,83,100.0,High Trust
sp1979red,798,100.0,High Trust
michael02_8,0,0.0,Normal/Low Trust
leggage,1332,100.0,High Trust
vendor76,140,100.0,High Trust
bigcolorjapan,1244,99.7,High Trust
miki_happ_60,701,100.0,High Trust
manadream_electronics,468,100.0,High Trust
r3z3ncl0wd3,348,100.0,High Trust
renova-retro,145,100.0,High Trust
onebuymore,798,99.6,High Trust
ddonn_31,0,0.0,Normal/Low Trust
majorleaguekicks,199,100.0,High Trust
goldbadgegoods,237,95.8,Normal/Low Trust
kopitarx11,20,100.0,High Trust
gcontakos,600,99.3,High Trust
carriwatso_13,24,0.0,Normal/Low Trust
imtethal1,194,100.0,High Trust
krtoothman12,335,100.0,High Trust
wal_7935,16,100.0,High Trust
abrego_supply,154,96.9,Normal/Low Trust
bl_331579,10,100.0,High Trust
aicas-73,4,100.0,High Trust
elijoh-92,2,0.0,Normal/Low Trust
toy_planet_japan1,208,99.5,High Trust
videogamess4less,828,97.0,Normal/Low Trust
act_seller,16,100.0,High Trust
bobhatesaliens,1055,100.0,High Trust
micobr_6926,38,100.0,High Trust
fazflipz,97,98.0,Normal/Low Trust
vaz6422,0,0.0,Normal/Low Trust
sunnybizzz,8,100.0,High Trust
ariyadasa_kariyawasam,36,100.0,High Trust
wizardgames,121,99.1,High Trust
yu_739313,191,99.5,High Trust
powerforgesupplies,146,96.9,Normal/Low Trust
totesmag-29,81,100.0,High Trust
fastlayer3d,224,99.6,High Trust
muststopstore,206,100.0,High Trust
duncans_deals,3868,100.0,High Trust
dresitech,278,92.3,Normal/Low Trust
calicoasthq,17,94.4,Normal/Low Trust
e-love,0,0.0,Normal/Low Trust
hydol_1211,1800,100.0,High Trust
rip_tanto,131,100.0,High Trust
mcdo_807,0,0.0,Normal/Low Trust
primecollectiblesllcwv,176,100.0,High Trust
themellowmuggle,17,100.0,High Trust
michore21,199,100.0,High Trust
mozarts.mementos,108,100.0,High Trust
ncsxshop,11359,99.8,High Trust
thethriftingcouple09,852,99.2,High Trust
gr76_6023,0,0.0,Normal/Low Trust
sabotengames,21,88.9,Normal/Low Trust
ezeqcedi-0,0,0.0,Normal/Low Trust
bra_133420,0,0.0,Normal/Low Trust
fixtronix1,1106,96.4,Normal/Low Trust
thetarboropawn,910,100.0,High Trust
bobbyc23,35,97.3,Normal/Low Trust
jeffsb730,2715,99.3,High Trust
partsguy5150,20,100.0,High Trust
kemic3808,2761,99.4,High Trust
japanseller777,4562,99.6,High Trust
arglobalfinds4,283,100.0,High Trust
hotmama23*123*123,951,0.0,Normal/Low Trust
sc-83187,1,0.0,Normal/Low Trust
tchorheaven,23,100.0,High Trust
beeman122002,1039,100.0,High Trust
likelyfinds,1057,99.6,High Trust
ultimati0n,322,99.6,High Trust
ds_3ds_games_consoles,44,95.0,Normal/Low Trust
ericsells98,22,100.0,High Trust
homemakrsale7,51,96.4,Normal/Low Trust
skn51,3420,99.7,High Trust
satxs210,1,100.0,High Trust
chev_931,300,99.5,High Trust
nhgribble,1146,98.4,High Trust
jarostank-28,777,100.0,High Trust
goodwillsocalshop,107063,99.5,High Trust
treasurecratex,25,100.0,High Trust
blastfindsforyou,1,0.0,Normal/Low Trust
jacquanb,4,100.0,High Trust
archi.arch_30,35,97.3,Normal/Low Trust
video-game-domain,5833,99.9,High Trust
175ranger,11,100.0,High Trust
zashiki-warashi,520,99.4,High Trust
diva51leopold,221,100.0,High Trust
backdoorkickz,0,0.0,Normal/Low Trust
zwilkinz,9,100.0,High Trust
clo07th-5,10,100.0,High Trust
mikes_collectibles,69,0.0,Normal/Low Trust
autoparts-3,7,88.9,Normal/Low Trust
chevyblazer1998,717,100.0,High Trust
dannyangers1972,6,100.0,High Trust
shoecave,3494,99.3,High Trust
theprojecttradingcards,25,100.0,High Trust
thegoat-1209,1,100.0,High Trust
luckyshop826,85,96.7,Normal/Low Trust
dutopia,2385,98.7,High Trust
artemisthewild,42,100.0,High Trust
nice-good-japan,3917,99.2,High Trust
emmorad_0,7,100.0,High Trust
samy-damy74,720,98.1,High Trust
darl-shop,6542,99.8,High Trust
atmablue,307,100.0,High Trust
deckro_cards,201,99.5,High Trust
gamefreaksrus,9866,100.0,High Trust
jojo_retrogames,830,100.0,High Trust
ltediton,2513,99.8,High Trust
dragongodgame,30,100.0,High Trust
dbwhn96,0,0.0,Normal/Low Trust
